"region","variety","year","produced","yield","PID","frosts","gdd1000","kdd1000","avgmin","precip"
"Uganda","combined",2000,NA,0.892344212347515,224,0,8.19478678133775,0.000672290056279736,16.0802925496948,0.00803924572167
"Uganda","combined",2000,NA,0.513118405326518,224,0,8.33073244684625,0.00109849292266006,15.96948741764,0.00568565088099547
"Uganda","combined",2001,NA,0.499441926346017,224,0,8.33595436703385,0.00109849292266006,16.0357598415353,0.00645775994860021
"Uganda","combined",2001,NA,0.738552185237961,224,0,8.15561197924666,0.000182301746079134,16.2739851637637,0.0133056478224672
"Uganda","combined",2002,NA,0.746614207549526,224,0,8.09239437795315,0.000182301746079134,16.2143902366923,0.0144381034021295
"Uganda","combined",2002,NA,0.9501777139634,224,0,8.23005837156611,0,16.4974107463459,0.0116291526084539
"Uganda","combined",2003,NA,0.914542155837541,224,0,8.22270169556364,0,16.5138441705963,0.0123239091181606
"Uganda","combined",2003,NA,0.581676730408706,224,0,8.18913014847853,0.000503219538794967,16.5216899691173,0.0140058981260568
"Uganda","combined",2004,NA,0.581242072162545,224,0,8.20927114976634,0.000503219538794967,16.4614370215308,0.012236098796549
"Uganda","combined",2004,NA,0.640063180337299,224,0,8.26393339809877,5.89685743701014e-05,16.8178084194922,0.0129810882976097
"Uganda","combined",2005,NA,0.637587149082941,224,0,8.26772292065451,5.89685743701014e-05,16.9307512646209,0.0138849373830401
"Uganda","combined",2005,NA,0.603786452665711,224,0,8.21295360244691,0.00111490593705696,16.7672797071797,0.0153863991539487
"Uganda","combined",2006,NA,0.576744440042906,224,0,8.21988365819312,0.00111490593705696,16.5869632173843,0.013494507642501
"Uganda","combined",2006,NA,0.603357743031402,224,0,8.28267597406753,0.000184466930855105,16.5549509984815,0.0127433459287351
"Uganda","combined",2007,NA,0.63586026147897,224,0,8.18974862649801,0.000184466930855105,16.6256142338963,0.0160509430028253
"Uganda","combined",2007,NA,0.61451112167791,224,0,8.13371229560747,1.20005292300087e-05,16.785653948993,0.0181270833674555
"Uganda","combined",2008,NA,0.635932784655191,224,0,8.12385388878804,1.20005292300087e-05,16.5977019682645,0.0154498211406474
"Uganda","combined",2008,NA,0.612335055389296,224,0,8.19988093181767,1.41961610456942e-06,16.6762200293447,0.0144628041597351
"Uganda","combined",2009,NA,0.603742609154342,224,0,8.23876547879804,1.41961610456942e-06,16.8500273886243,0.0162607933350376
"Uganda","combined",2009,NA,0.611932458685476,224,0,8.2892476673275,0,16.993092730932,0.0146888703329537
"Uganda","combined",2010,NA,0.595719144315039,224,0,8.25454992679026,0,17.0166146393795,0.0148436494466948
"Brazil","combined",1980,NA,0.552813134133191,33,0,7.79577548957227,0.000191718977219672,16.0961453328925,0.0170839894456323
"Brazil","combined",1980,NA,0.453855382325588,33,0,7.99771256088603,0.000191718977219672,16.534085098495,0.0173086863489879
"Brazil","combined",1981,NA,0.452096941033701,33,0,8.07282080375129,0.00185114760760112,16.6643176138566,0.0165493043777642
"Brazil","combined",1981,NA,0.696247203050344,33,0,8.11318458424199,0.00185114760760112,16.5168971847227,0.0143182510431047
"Brazil","combined",1982,NA,0.772220696738417,33,0,7.99875170264035,0.000668074693456582,16.1137981382286,0.0151741388636209
"Brazil","combined",1982,NA,0.563474288590205,33,0,7.8832473959528,0.000668074693456582,16.2383787300228,0.0185652959821771
"Brazil","combined",1983,NA,0.515745003016809,33,0,7.90450056151844,1.79132492663661e-05,16.6533863132807,0.0209416267261009
"Brazil","combined",1983,NA,0.639663391658366,33,0,8.04904764704743,1.79132492663661e-05,17.0834520949778,0.0236995558089971
"Brazil","combined",1984,NA,0.722836417759264,33,0,7.91127433104072,0,16.8537884752226,0.0248065972539237
"Brazil","combined",1984,NA,0.591857361007458,33,0,8.02677957801085,0,16.6873909783891,0.0204999109125585
