"X","Y","row","col"
-48.125,-15.7916669845581,171,1583
-48.0416679382324,-15.7916669845581,171,1584
-47.9583320617676,-15.7916669845581,171,1585
-47.875,-15.7916669845581,171,1586
35.0416679382324,-15.7916669845581,171,2581
-56.125,-15.625,173,1487
-56.0416679382324,-15.625,173,1488
-56.0416679382324,-15.5416669845581,174,1488
-48.2916679382324,-15.7083330154419,172,1581
-47.875,-15.7083330154419,172,1586
-47.7916679382324,-15.625,173,1587
28.2916660308838,-15.5416669845581,174,2500
46.375,-15.7083330154419,172,2717
-47.625,-15.4583330154419,175,1589
-70.125,-15.4583330154419,175,1319
28.2916660308838,-15.4583330154419,175,2500
28.375,-15.4583330154419,175,2501
28.2916660308838,-15.375,176,2500
28.375,-15.375,176,2501
39.2083320617676,-15.125,179,2631
39.2916679382324,-15.125,179,2632
-39.2916679382324,-14.7916669845581,183,1689
-39.0416679382324,-14.7916669845581,183,1692
40.7083320617676,-14.5416669845581,186,2649
28.4583339691162,-14.4583330154419,187,2502
33.7083320617676,-14.4583330154419,187,2565
-75.7083358764648,-14.0416669845581,192,1252
33.375,-14.125,191,2561
33.7916679382324,-13.9583330154419,193,2566
33.7916679382324,-13.875,194,2566
-76.2083358764648,-13.7083330154419,196,1246
32.625,-13.625,197,2552
34.4583320617676,-13.7916669845581,195,2574
-76.125,-13.4583330154419,199,1247
-71.9583358764648,-13.5416669845581,198,1297
-76.125,-13.375,200,1247
28.375,-13.125,203,2501
-38.4583320617676,-12.9583330154419,205,1699
-38.375,-12.9583330154419,205,1700
-38.4583320617676,-12.875,206,1699
-38.2916679382324,-12.875,206,1701
28.625,-12.9583330154419,205,2504
-38.2916679382324,-12.7083330154419,208,1701
28.2083339691162,-12.7916669845581,207,2499
-40.2916679382324,-12.5416669845581,210,1677
-38.2916679382324,-12.625,209,1701
27.875,-12.5416669845581,210,2495
28.2083339691162,-12.5416669845581,210,2499
-38.9583320617676,-12.2916669845581,213,1693
13.5416669845581,-12.375,212,2323
16.9583339691162,-12.375,212,2364
49.2916679382324,-12.2916669845581,213,2752
130.875,-12.375,212,3731
130.95832824707,-12.4583330154419,211,3732
-38.4583320617676,-12.125,215,1699
-38.375,-12.125,215,1700
